title,description
Pemakaian kosakata bahasa Indonesia murid sekolah dasar kelas III yang berbahasa ibu bahasa Bugis,Pemakaian kosakata bahasa Indonesia murid sekolah dasar kelas III yang berbahasa ibu bahasa Bugis
Maluku dalam perjuangan nasional Indonesia,Maluku dalam perjuangan nasional Indonesia
Kemampuan berbahasa Indonesia (membaca dan menulis) siswa kelas III SMP Sumatera Utara,Kemampuan berbahasa Indonesia (membaca dan menulis) siswa kelas III SMP Sumatera Utara
"Bibliografi skripsi IKIP Padang. Fakultas Ilmu Pendidikan, Fakultas Keguruan Ilmu Sosial, Fakultas Sastra dan Seni, 1965-1976","Bibliografi skripsi IKIP Padang. Fakultas Ilmu Pendidikan, Fakultas Keguruan Ilmu Sosial, Fakultas Sastra dan Seni, 1965-1976"
Kaparigelan maca jeung nulis aksara Sunda,Kaparigelan maca jeung nulis aksara Sunda
Motivasi penulisan para pengarang sastra di Semarang,Motivasi penulisan para pengarang sastra di Semarang
Kebudajaan nasional dan Fakultas Sastra,Kebudajaan nasional dan Fakultas Sastra
Pemakaian buku pelajaran bahasa daerah dan bahasa Indonesia di sekolah dasar,Pemakaian buku pelajaran bahasa daerah dan bahasa Indonesia di sekolah dasar
Konsepsi monotheisme dalam agama Hindu,Konsepsi monotheisme dalam agama Hindu
Naskah pemaparan budaya spiritual organisasi Sastra Cetha,Naskah pemaparan budaya spiritual organisasi Sastra Cetha
"Seminar ""50 Tahun Hubungan Indonesia-Amerika Serikat""","Seminar ""50 Tahun Hubungan Indonesia-Amerika Serikat"""
Memo antikekerasan terhadap anak,Memo antikekerasan terhadap anak
Pengembangan konsepsi kedirgantaraan nasional yang mencakup GSO,Pengembangan konsepsi kedirgantaraan nasional yang mencakup GSO
"Seminar Bahasa, Sastra, Etika, dan Seni Jawa, Bali dan Sunda, tanggal 12 dan 13 Januari 1985","Seminar Bahasa, Sastra, Etika, dan Seni Jawa, Bali dan Sunda, tanggal 12 dan 13 Januari 1985"
Fungsi tirtha pangentas dalam upacara ngaben,Fungsi tirtha pangentas dalam upacara ngaben
Kemahiran politik sang Kiai,Kemahiran politik sang Kiai
Pungutan padu bahasa Arab dalam bahasa Indonesia,Pungutan padu bahasa Arab dalam bahasa Indonesia
"Sastra lisan Sunda, mite, fabel dan legende","Sastra lisan Sunda, mite, fabel dan legende"
Antologi syair keagamaan dalam sastra Melayu klasik,Antologi syair keagamaan dalam sastra Melayu klasik
"Tanggomo, salah satu ragam sastra lisan Gorontalo","Tanggomo, salah satu ragam sastra lisan Gorontalo"
Inventarisasi sastra Jawa pesisir sebelum abad XX,Inventarisasi sastra Jawa pesisir sebelum abad XX
"Tutur Candi, sebuah karya sastra sejarah Banjarmasin","Tutur Candi, sebuah karya sastra sejarah Banjarmasin"
Humor di dalam sastra klasik Sulawesi Selatan,Humor di dalam sastra klasik Sulawesi Selatan
Nilai dan manfaat paruntukkana dalam sastra Makassar,Nilai dan manfaat paruntukkana dalam sastra Makassar
Ikhtisar perkembangan sastra Jawa modern periode kemerdekaan,Ikhtisar perkembangan sastra Jawa modern periode kemerdekaan
"Bujang Tan Domang, sastra lisan orang Petalangan","Bujang Tan Domang, sastra lisan orang Petalangan"
Penelitian penguasaan kosa kata bahasa Indonesia murid kelas VI sekolah dasar di Jawa Tengah dan Daerah Istimewa Yogyakarta,Penelitian penguasaan kosa kata bahasa Indonesia murid kelas VI sekolah dasar di Jawa Tengah dan Daerah Istimewa Yogyakarta
Kemampuan apresiasi sastra murid SMA Jawa Timur,Kemampuan apresiasi sastra murid SMA Jawa Timur
Nilai budaya dalam sastra Nusantara di Madura,Nilai budaya dalam sastra Nusantara di Madura
Sastra daerah di Nusa Tenggara Barat,Sastra daerah di Nusa Tenggara Barat
"Babad Cirebon, edisi Brandes","Babad Cirebon, edisi Brandes"
H.B. Jassin dalam dua puluh tiga puisi Indonesia,H.B. Jassin dalam dua puluh tiga puisi Indonesia
Memperkasa bahasa Melayu/Indonesia dalam mengukuhkan peradaban bangsa,Memperkasa bahasa Melayu/Indonesia dalam mengukuhkan peradaban bangsa
Radiologi di Indonesia,Radiologi di Indonesia
"Kamus umum, Jepang-Indonesia, Indonesia-Jepang","Kamus umum, Jepang-Indonesia, Indonesia-Jepang"
Sastra tutur Sumatera Selatan,Sastra tutur Sumatera Selatan
"Seminar tentang Re-Evaluasi dan Re-Orientasi Kurikulum Fakultas Sastra Universitas Padjadjaran, 26 November 1975","Seminar tentang Re-Evaluasi dan Re-Orientasi Kurikulum Fakultas Sastra Universitas Padjadjaran, 26 November 1975"
Kamus bahasa Suwawa-Indonesia,Kamus bahasa Suwawa-Indonesia
Kolonialisme dan nasionalisme di Indonesia pada abad-19 dan abad-20,Kolonialisme dan nasionalisme di Indonesia pada abad-19 dan abad-20
Kesusastraan tanpa kehadiran sastra,Kesusastraan tanpa kehadiran sastra
Nagabonar Asrul Sani dalam kajian sosiologi sastra,Nagabonar Asrul Sani dalam kajian sosiologi sastra
Nilai budaya dalam sastra Nusantara di Kalimantan Barat,Nilai budaya dalam sastra Nusantara di Kalimantan Barat
Pandangan hidup orang Sunda seperti tercermin dalam tradisi lisan dan sastra Sunda,Pandangan hidup orang Sunda seperti tercermin dalam tradisi lisan dan sastra Sunda
"Laporan perkembangan Fakultas Sastra, Universitas Hasanuddin","Laporan perkembangan Fakultas Sastra, Universitas Hasanuddin"
"Persepsi inteligen Australia tentang ancaman Indonesia, 1956-1962","Persepsi inteligen Australia tentang ancaman Indonesia, 1956-1962"
Manusia renaisans Indonesia,Manusia renaisans Indonesia
Prosiding seminar dan dialog internasional kemelayuan di Indonesia Timur IV,Prosiding seminar dan dialog internasional kemelayuan di Indonesia Timur IV
Berguru pada perempuan,Berguru pada perempuan
Refleksi fenom proto Austronesia terhadap fenom dalam bahasa Indonesia,Refleksi fenom proto Austronesia terhadap fenom dalam bahasa Indonesia
Kamus Kawi (Djawa Kuno)--Indonesia,Kamus Kawi (Djawa Kuno)--Indonesia
"Pemetaan komunitas sastra di Jakarta, Bogor, Tangerang, dan Bekasi","Pemetaan komunitas sastra di Jakarta, Bogor, Tangerang, dan Bekasi"
"Hasil perumusan Seminar Pengembangan Sastra Daerah, Jakarta, 13-16 Oktober, 1975","Hasil perumusan Seminar Pengembangan Sastra Daerah, Jakarta, 13-16 Oktober, 1975"
Sinrilikna kappalak tallumbatua,Sinrilikna kappalak tallumbatua
Minat membaca sastra pelajar SMA kelas III DKI Jakarta,Minat membaca sastra pelajar SMA kelas III DKI Jakarta
Unsur kekerabatan dalam tutur sastra Nusantara di Sumatera Selatan,Unsur kekerabatan dalam tutur sastra Nusantara di Sumatera Selatan
Laporan penelitian sastra Jawa abad ke-18 Masehi,Laporan penelitian sastra Jawa abad ke-18 Masehi
"Gerakan rakyat Indonesia, 1937-1942","Gerakan rakyat Indonesia, 1937-1942"
Nuansa-nuansa pelangi budaya,Nuansa-nuansa pelangi budaya
Hasil-hasil Kongres Bahasa Indonesia Pertama dan Kongres Bahasa Indonesia Kedua,Hasil-hasil Kongres Bahasa Indonesia Pertama dan Kongres Bahasa Indonesia Kedua
Bahasa Bugis di Sulawesi Selatan,Bahasa Bugis di Sulawesi Selatan
Morfologi bahasa Bali,Morfologi bahasa Bali
Pemerolehan bahasa asing,Pemerolehan bahasa asing
Corak kebudayaan Indonesia,Corak kebudayaan Indonesia
Kamus Tolaki-Indonesia,Kamus Tolaki-Indonesia
Bahasa Indonesia variasi hukum,Bahasa Indonesia variasi hukum
Kamus Tombulu-Indonesia,Kamus Tombulu-Indonesia
Jatidiri puisi Indonesia,Jatidiri puisi Indonesia
Tradisi tulis Indonesia,Tradisi tulis Indonesia
Indonesia setengah tiang,Indonesia setengah tiang
Sastrawan Indonesia generasi perintis,Sastrawan Indonesia generasi perintis
Çiwa-Buddha puja di Indonesia,Çiwa-Buddha puja di Indonesia
Kamus Bali Indonesia bidang istilah pengobatan tradisional Bali (Usada),Kamus Bali Indonesia bidang istilah pengobatan tradisional Bali (Usada)
Kedudukan dan fungsi bahasa Indonesia dalam masyarakat di Sulawesi Selatan,Kedudukan dan fungsi bahasa Indonesia dalam masyarakat di Sulawesi Selatan
Nilai-nilai budaya dalam sastra daerah Gorontalo,Nilai-nilai budaya dalam sastra daerah Gorontalo
Penelitian bahasa dan sastra Babad Demak Pesisiran,Penelitian bahasa dan sastra Babad Demak Pesisiran
Kamus istilah filologi,Kamus istilah filologi
"Tipologi struktur frase preposisional bahasa Rusia, Inggris, dan Indonesia","Tipologi struktur frase preposisional bahasa Rusia, Inggris, dan Indonesia"
"Bahasa, sastra, dan budaya Jawa","Bahasa, sastra, dan budaya Jawa"
"Begini, begini, dan begitu","Begini, begini, dan begitu"
"Analisis tema, amanat, dan nilai budaya sastra Nusantara di Sumatra Selantan","Analisis tema, amanat, dan nilai budaya sastra Nusantara di Sumatra Selantan"
Kosa kata bahasa Indonesia dalam buku-buku pelajaran SMP kelas III,Kosa kata bahasa Indonesia dalam buku-buku pelajaran SMP kelas III
Kamus bahasa Makassar-Indonesia,Kamus bahasa Makassar-Indonesia
Masyarakat dan kesenian Indonesia,Masyarakat dan kesenian Indonesia
Capita selekta bahasa Indonesia,Capita selekta bahasa Indonesia
Manusia dan kebudajaan Indonesia,Manusia dan kebudajaan Indonesia
Pemakaian bahasa Indonesia laras jurnalistik di Banjarmasin,Pemakaian bahasa Indonesia laras jurnalistik di Banjarmasin
Bahasa Indonesia dialek Bali,Bahasa Indonesia dialek Bali
"Indonesia, tanda yang retak","Indonesia, tanda yang retak"
Kamus bahasa Indonesia-Besemah,Kamus bahasa Indonesia-Besemah
Citra wanita pada sinetron Indonesia,Citra wanita pada sinetron Indonesia
Kamus bahasa Indonesia-Sentani,Kamus bahasa Indonesia-Sentani
Nyanyi panjang orang Petalangan,Nyanyi panjang orang Petalangan
Peranan pers dan pembinaan bahasa Indonesia,Peranan pers dan pembinaan bahasa Indonesia
Nilai budaya dalam sastra lisan Minangkabau Hikayat Putra Rantau Malin Duano,Nilai budaya dalam sastra lisan Minangkabau Hikayat Putra Rantau Malin Duano
"Sastra daerah di Kalimantan (Kalimantan Barat, Kalimantan Tengah, dan Kalimantan Timur)","Sastra daerah di Kalimantan (Kalimantan Barat, Kalimantan Tengah, dan Kalimantan Timur)"
Dengan sastra dan seni jang berkepribadian nasional mengabdi buruh,Dengan sastra dan seni jang berkepribadian nasional mengabdi buruh
Beberapa masalah perkembangan kesenian Indonesia dewasa ini,Beberapa masalah perkembangan kesenian Indonesia dewasa ini
"Pantjasila, Manipol, Usdek sebagai dasar pentafsiran sedjarah","Pantjasila, Manipol, Usdek sebagai dasar pentafsiran sedjarah"
Su bei wen xue jie ji nian te kan,Su bei wen xue jie ji nian te kan
Masyarakat Cina dan pembangunan Indonesia,Masyarakat Cina dan pembangunan Indonesia
Wacana kritik dalam bahasa Indonesia,Wacana kritik dalam bahasa Indonesia
Upaya mengangkat kembali citra lurik Pedan sebagai salah satu kain tradisi Indonesia,Upaya mengangkat kembali citra lurik Pedan sebagai salah satu kain tradisi Indonesia
Struktur frasa adjektival dalam bahasa Indonesia,Struktur frasa adjektival dalam bahasa Indonesia
Kamus ungkapan bahasa Tolaki-Indonesia,Kamus ungkapan bahasa Tolaki-Indonesia
Kamus ungkapan bahasa Wolio-Indonesia,Kamus ungkapan bahasa Wolio-Indonesia
Puisi Indonesia lama berisi nasehat,Puisi Indonesia lama berisi nasehat
Budidaya tanaman padi di Indonesia,Budidaya tanaman padi di Indonesia
Struktur mantra Minangkabau,Struktur mantra Minangkabau
"Kemampuan berbahasa Jawa, membaca dan menulis, murid kelas VI sekolah dasar di Jawa Tengah","Kemampuan berbahasa Jawa, membaca dan menulis, murid kelas VI sekolah dasar di Jawa Tengah"
"Bibliografi arkeologi Indonesia, 1951-1980","Bibliografi arkeologi Indonesia, 1951-1980"
Bahasa Indonesia dan masalah-masalahnya,Bahasa Indonesia dan masalah-masalahnya
Studi tentang pemanfaatan waktu di luar jam kuliah oleh mahasiswa FKSS IKIP Padang,Studi tentang pemanfaatan waktu di luar jam kuliah oleh mahasiswa FKSS IKIP Padang
Kesusastraan Hindu Indonesia,Kesusastraan Hindu Indonesia
Rapsodi perjalanan hidup bangsa Indonesia,Rapsodi perjalanan hidup bangsa Indonesia
Kamus istilah militer Inggeris - Indonesia,Kamus istilah militer Inggeris - Indonesia
Morfologi dan sintaksis bahasa Sangir,Morfologi dan sintaksis bahasa Sangir
"Susunan makanan dan kebiasaan makan pada masyarakat desa Leuwigajah, Cimahi, Kabupaten Bandung","Susunan makanan dan kebiasaan makan pada masyarakat desa Leuwigajah, Cimahi, Kabupaten Bandung"
Bahasa Melayu/Indonesia sebagai pembina peradaban baru,Bahasa Melayu/Indonesia sebagai pembina peradaban baru
Kamus ungkapan Dayak Ngaju-Indonesia,Kamus ungkapan Dayak Ngaju-Indonesia
Kedwibahasaan dan interferensi di kalangan masyarakat WNI keturunan Cina di Kotamadya Semarang,Kedwibahasaan dan interferensi di kalangan masyarakat WNI keturunan Cina di Kotamadya Semarang
Balawas sebagai salah satu bentuk penyajian musik sastra lisan lawas dari Kabupaten Sumbawa,Balawas sebagai salah satu bentuk penyajian musik sastra lisan lawas dari Kabupaten Sumbawa
Pengaruh lingkungan terhadap upacara-upacara tradisionil pada masyarakat nelayan pantai utara Jawa Tengah di daerah Juwana dan Rembang,Pengaruh lingkungan terhadap upacara-upacara tradisionil pada masyarakat nelayan pantai utara Jawa Tengah di daerah Juwana dan Rembang
"Ibrahim Muhammad, Pejuang Nasional Gorontalo, Revolusi Di Sulawesi, Dan Kepanduan Indonesia Di Asia Tenggara, 1915-1976","Ibrahim Muhammad, Pejuang Nasional Gorontalo, Revolusi Di Sulawesi, Dan Kepanduan Indonesia Di Asia Tenggara, 1915-1976"
"Hasil Lokakarya Pembentukan Pusat Kajian Ilmu-Ilmu Sastra Budaya, tanggal 18 Desember 1978","Hasil Lokakarya Pembentukan Pusat Kajian Ilmu-Ilmu Sastra Budaya, tanggal 18 Desember 1978"
Ekspresi semiotik tokoh mitos dan legendaris dalam tutur sastra Nusantara di Sumatera Selatan,Ekspresi semiotik tokoh mitos dan legendaris dalam tutur sastra Nusantara di Sumatera Selatan
Dari Marah Rusli ke Dewi Sartika,Dari Marah Rusli ke Dewi Sartika
Fitur-fitur bahasa perempuan Indonesia,Fitur-fitur bahasa perempuan Indonesia
Studi karakterisasi cerpen-cerpen Indonesia mutakhir sesudah 80-an,Studi karakterisasi cerpen-cerpen Indonesia mutakhir sesudah 80-an
"Kamus istilah pelayaran, bahasa Makassar-Indonesia","Kamus istilah pelayaran, bahasa Makassar-Indonesia"
Pengarang Melayu dalam kerajaan Riau dan Abdullah bin Abdul Kadir Munsyi dalam sastra Melayu,Pengarang Melayu dalam kerajaan Riau dan Abdullah bin Abdul Kadir Munsyi dalam sastra Melayu
Transliterasi dan terjemahan Singgiq,Transliterasi dan terjemahan Singgiq
Bhinneka tunggal ika dasar kepribadian Indonesia,Bhinneka tunggal ika dasar kepribadian Indonesia
Aspek pengajaran bahasa Indonesia den evaluasinya,Aspek pengajaran bahasa Indonesia den evaluasinya
Struktur tematik puisi-puisi Mimbar Indonesia,Struktur tematik puisi-puisi Mimbar Indonesia
Bahasa Melayu sebagai dasar bahasa Indonesia,Bahasa Melayu sebagai dasar bahasa Indonesia
Messianisme dan millenarisme dalam sedjarah Indonesia,Messianisme dan millenarisme dalam sedjarah Indonesia
Etnik keturunan Arab dan integrasi nasional Indonesia,Etnik keturunan Arab dan integrasi nasional Indonesia
"Kamus istilah pelayaran, bahasa Bugis-Indonesia","Kamus istilah pelayaran, bahasa Bugis-Indonesia"
Kajian tipologis preposisi bahasa Arab-Indonesia-Sunda,Kajian tipologis preposisi bahasa Arab-Indonesia-Sunda
Struktur kalimat bahasa Indonesia dalam puisi kontemporer,Struktur kalimat bahasa Indonesia dalam puisi kontemporer
Seminar Bahasa Indonesia,Seminar Bahasa Indonesia
Pengajaran bahasa Indonesia untuk penutur asing,Pengajaran bahasa Indonesia untuk penutur asing
Pelestarian dan pengembangan kebudayaan Bali,Pelestarian dan pengembangan kebudayaan Bali
"Bibliografi skripsi IKIP Yogyakarta, Fakultas Ilmu Pendidikan, Fakultas Keguruan Ilmu Sosial, Fakultas Sastra dan Seni, 1960-1976","Bibliografi skripsi IKIP Yogyakarta, Fakultas Ilmu Pendidikan, Fakultas Keguruan Ilmu Sosial, Fakultas Sastra dan Seni, 1960-1976"
"Strategi pelayaran perahu tradisional Indonesia, 1879-1911","Strategi pelayaran perahu tradisional Indonesia, 1879-1911"
"R. Ng. Ronggowarsito III, pujangga nasional Indonesia","R. Ng. Ronggowarsito III, pujangga nasional Indonesia"
Bahasa Indonesia lurah Kotamdia [i.e. Kotamadya] Surakarta,Bahasa Indonesia lurah Kotamdia [i.e. Kotamadya] Surakarta
Mitos kesuksesan pria dan wanita pada iklan Indonesia,Mitos kesuksesan pria dan wanita pada iklan Indonesia
Partisipasi Kristen Minahasa dalam perjuangan pergerakan nasional Indonesia,Partisipasi Kristen Minahasa dalam perjuangan pergerakan nasional Indonesia
Kata ulang dalam bahasa Indonesia,Kata ulang dalam bahasa Indonesia
Evaluasi pengalihan istilah asing ke dalam bahasa Indonesia pada papan nama dan reklame di Surabaya,Evaluasi pengalihan istilah asing ke dalam bahasa Indonesia pada papan nama dan reklame di Surabaya
Kedudukan dan fungsi bahasa Minangkabau di Sumatera Barat,Kedudukan dan fungsi bahasa Minangkabau di Sumatera Barat
Pengantar pembacaan puisi,Pengantar pembacaan puisi
"Penelitian arkeologi Blanjong, Sanur, 1991","Penelitian arkeologi Blanjong, Sanur, 1991"
Sejarah dan hari jadi Sragen,Sejarah dan hari jadi Sragen
"Struktur bahasa Minangkabau, dialek Lima Puluh Kota, Agam, Tanah Datar, dan Pesisir Selatan","Struktur bahasa Minangkabau, dialek Lima Puluh Kota, Agam, Tanah Datar, dan Pesisir Selatan"
Laporan penelitian pemakaian bahasa murid-murid SD di Kotamadya Medan,Laporan penelitian pemakaian bahasa murid-murid SD di Kotamadya Medan
Dialektika seribu sungai,Dialektika seribu sungai
Makna leksikal pinjaman bahasa Cina dalam bahasa Indonesia,Makna leksikal pinjaman bahasa Cina dalam bahasa Indonesia
Beberapa pemikiran dalam kesusastraan Indonesia,Beberapa pemikiran dalam kesusastraan Indonesia
Pemakaian istilah asing dalam media massa berbahasa Indonesia,Pemakaian istilah asing dalam media massa berbahasa Indonesia
Watak manusia Indonesia menurut Mochtar Lubis,Watak manusia Indonesia menurut Mochtar Lubis
Pertumbuhan ekonomi dan keresahan sosial politik di Indonesia pada masa Orde Baru,Pertumbuhan ekonomi dan keresahan sosial politik di Indonesia pada masa Orde Baru
Tiga puluh tahun studi Belanda di Indonesia =,Tiga puluh tahun studi Belanda di Indonesia =
Intonation in relation to syntax in bahasa Indonesia,Intonation in relation to syntax in bahasa Indonesia
Pengajaran bahasa Indonesia di sekolah dasar Kotamadya Yogyakarta,Pengajaran bahasa Indonesia di sekolah dasar Kotamadya Yogyakarta
Kesusastraan Minang klasik dan hubungannya dengan kesusatraan Indonesia,Kesusastraan Minang klasik dan hubungannya dengan kesusatraan Indonesia
Objek dalam bahasa Indonesia,Objek dalam bahasa Indonesia
Kaji banding struktur frasa bahasa Indonesia-bahasa Malaysia (Melayu),Kaji banding struktur frasa bahasa Indonesia-bahasa Malaysia (Melayu)
Resonansi Indonesia =,Resonansi Indonesia =
Pengembangan model pembelajaran musikalisasi untuk meningkatkan keterampilan mengapresiasi karya sastra bagi anak tunagrahita di SLB Jawa Timur,Pengembangan model pembelajaran musikalisasi untuk meningkatkan keterampilan mengapresiasi karya sastra bagi anak tunagrahita di SLB Jawa Timur
Tantangan kemanusiaan universal,Tantangan kemanusiaan universal
Hasil-hasil persidangan,Hasil-hasil persidangan
al-Kur'an dan adjaran-adjarannja,al-Kur'an dan adjaran-adjarannja
Laporan penelitian suksesi kepemimpinan di Indonesia,Laporan penelitian suksesi kepemimpinan di Indonesia
Katalog naskah Pecenongan koleksi Perpustakaan Nasional,Katalog naskah Pecenongan koleksi Perpustakaan Nasional
